시점,종로구,종로구,중구,중구,용산구,용산구,성동구,성동구,광진구,광진구,동대문구,동대문구,중랑구,중랑구,성북구,성북구,강북구,강북구,도봉구,도봉구,노원구,노원구,은평구,은평구,서대문구,서대문구,마포구,마포구,양천구,양천구,강서구,강서구,구로구,구로구,금천구,금천구,영등포구,영등포구,동작구,동작구,관악구,관악구,서초구,서초구,강남구,강남구,송파구,송파구,강동구,강동구
시점,남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명),남자인구수 (명),여자인구수 (명)
2020.04,73563,77373,61770,64356,110604,118765,145833,152416,169213,180803,171621,174172,195784,199288,213743,228431,152594,160097,161581,169126,256344,273958,230057,247916,150069,162740,176856,197570,224563,232569,284543,303738,200239,205032,117935,114461,184446,187779,191207,203781,250442,248536,205452,224277,259936,283304,325127,347735,224321,230721
2020.05,73407,77216,61747,64373,110537,118856,145567,152253,169049,180751,171565,174250,195693,199289,213614,228534,152333,159937,161195,168954,256045,273572,230062,247967,150058,162811,176985,197852,225084,233097,284115,303438,200098,204932,117899,114526,184535,188033,191281,203899,250628,248803,205264,224076,259158,282757,324643,347446,224869,231443
2020.06,73288,77095,61697,64395,110527,118904,145258,152139,168879,180695,171392,174201,195349,199065,213431,228381,152028,159745,160855,168705,255624,273263,230640,248884,149920,162800,176664,197726,224908,233045,283697,303239,200098,204977,117762,114488,184905,188444,191211,203954,250829,248911,205037,223882,258753,282480,324317,347195,225206,231958
2020.07,73214,76969,61644,64326,110438,118994,145030,151866,168766,180492,171134,174022,195227,199066,213033,228155,151707,159491,160465,168357,255127,272854,231384,249800,149674,162590,176437,197599,224608,232935,283343,302936,200163,205097,117567,114372,185156,188941,191063,203842,250825,248904,204766,223486,258624,282012,324307,347282,225170,232169
2020.08,73062,76900,61651,64339,110403,118959,144701,151482,168472,180175,170926,173724,195931,199857,212559,227836,151376,159179,160089,167925,254463,272255,231508,250221,149803,162829,176174,197446,224271,232709,282647,302273,200251,205244,117497,114516,185603,189530,190754,203364,250520,248796,204280,222957,258407,281741,324134,347178,225103,232227
2020.09,73024,76928,61526,64274,110604,119182,144444,151147,168095,179969,170748,173668,195981,200016,212151,227568,151117,158879,159723,167525,253797,271689,231364,250182,149993,163219,176011,197497,223889,232351,281951,301593,200268,205311,117489,114668,185800,189830,190422,203132,250084,248490,203686,222323,257961,281274,323646,346685,225396,232662
2020.1,72847,76856,61432,64209,110754,119290,144059,150836,167794,179821,170320,173499,195718,199854,211780,227193,150744,158501,159356,167261,253219,271296,231163,250002,149791,162990,175699,197206,223601,232048,281422,301164,200195,205286,117429,114744,186417,190507,189990,202684,249412,247670,203507,222051,258461,281666,322942,345978,225664,232831
2020.11,72741,76808,61363,64142,110776,119375,143745,150527,167626,179659,170088,173289,195469,199725,211289,226762,150423,158146,159076,167006,252792,270916,230763,249854,149505,162820,175423,196897,223217,231841,281033,300876,200063,205131,117364,114639,187061,191215,189527,202369,248857,247202,203493,221938,258333,281505,322663,345835,225631,232973
2020.12,72635,76749,61222,64018,110722,119318,143387,150169,167310,179372,169769,173068,195165,199537,210810,226343,150143,157912,158620,166637,252383,270654,230279,249556,149360,162813,175150,196740,222824,231427,280034,300151,199673,204735,117226,114507,187647,191833,189152,202068,248339,246721,203359,221767,257999,281232,322299,345661,226216,233754
2021.01,72528,76597,61122,63916,110700,119345,143151,149952,166964,179103,169337,172697,194990,199542,211123,226561,149822,157665,158103,166178,251763,270089,229827,249396,149211,162509,174958,196534,222417,230965,279458,299718,199243,204275,117141,114493,187960,192209,188743,201690,247853,246322,203097,221610,257647,280889,321948,345274,226893,234441
2021.02,72372,76512,61018,63818,110646,119467,142904,149633,166535,178713,169139,172617,194665,199268,211283,226678,149427,157212,157603,165828,250929,269437,229318,249018,148908,162224,174741,196459,222789,231481,279269,299813,198687,203955,116950,114340,188029,192414,188428,201326,247472,245902,202692,221137,257231,280648,320991,344472,228256,235952
2021.03,71644,75652,60851,63701,110181,118832,142506,149400,165747,177645,167895,170980,193752,198289,209902,224924,148306,155772,156810,164907,249942,268336,227910,247591,147655,160827,173624,194894,222010,230667,278444,298876,198034,203040,116322,113522,186692,190898,188045,200685,246097,244255,201619,219696,255880,278916,319047,342364,228609,236291
2021.04,71567,75546,60787,63690,110038,118717,142277,149257,165555,177451,167643,170837,193444,198058,209667,224716,148033,155589,156570,164657,249522,267895,227446,247397,147264,160561,174050,195527,221708,230404,278466,299114,197653,202746,116211,113428,186652,191044,188032,200640,245666,243798,201075,219243,255243,278336,318374,341786,228768,236563
2021.05,71204,75173,60106,63027,109494,118021,141358,148298,165461,177351,167463,170770,192923,197553,209407,224581,147824,155330,156282,164405,249029,267523,227496,247647,147056,160350,174194,195776,221431,230110,278408,299076,197398,202552,116292,113531,186564,191013,187942,200454,245552,243608,200485,218636,254558,277738,317981,341465,228812,236647
2021.06,70985,75044,60019,62997,108948,117430,141042,148120,165233,177248,167335,170705,192688,197284,209210,224448,147542,155103,156080,164285,248719,267278,227584,247787,146844,160226,174200,195932,221140,229852,278360,299159,197034,202232,116491,113677,186482,190939,187617,200230,245404,243396,200163,218244,254139,277236,317531,341139,228652,236557
2021.07,70810,74882,59945,63006,108709,117268,140811,147892,165039,177072,167252,170694,192355,197073,209004,224357,147237,154876,155869,164024,248250,266948,227339,247669,146724,160115,174291,195894,220815,229616,278142,298916,196713,202031,116699,113966,186432,190976,187614,200196,245370,243155,200107,218187,253799,276730,317209,340884,228642,236549
2021.08,70715,74836,59868,62984,108220,116757,140517,147697,164748,176757,167140,170717,192060,196851,208711,224104,146919,154511,155523,163688,247676,266374,226964,247450,146553,159919,174204,195849,220421,229182,277705,298656,196249,201638,116714,114045,186526,191129,187510,200048,245308,242996,199722,217846,254936,277882,317635,341356,228196,236215
2021.09,70666,74846,59853,63005,107801,116344,140290,147530,164553,176559,167083,170763,191832,196722,208592,224036,146613,154274,155212,163506,247118,265935,226833,247229,146388,159861,174119,195784,220075,228935,277388,298487,196027,201479,116588,114056,186414,191122,187286,199831,245220,242809,199068,217217,255264,278095,317784,341601,228002,236161
2021.1,70552,74794,59802,62979,107607,116106,139958,147216,164425,176389,166842,170696,191601,196617,208308,223773,146240,154038,154970,163329,246650,265479,226514,246855,146208,159632,173985,195710,219862,228772,277041,298329,195909,201421,116588,114152,186390,191134,186863,199383,244844,242513,198470,216613,255473,278405,317773,341466,227755,235997
2021.11,70393,74680,59743,62930,107486,115956,139709,146890,164212,176127,166591,170725,191305,196362,207979,223334,146000,153792,154794,163149,246182,265093,226555,246913,145990,159453,173725,195513,219606,228455,276624,298165,195741,201317,116574,114265,186047,191001,186710,199341,244367,242060,197606,215757,255319,278238,317596,341245,227436,235829
2021.12,70183,74500,59630,62869,107210,115743,139380,146610,164058,175938,166646,170754,191112,196238,207578,222950,145705,153477,154487,162879,246053,264903,226458,246849,145694,159125,173504,195401,219214,228088,276292,298023,195537,201217,116527,114284,185926,190911,186426,199057,243991,241708,197034,215245,255047,277995,317346,340992,227002,235662
2022.01,70117,74426,59510,62805,107050,115523,139135,146381,163993,176009,166657,170762,191221,196377,207333,222741,145500,153227,154326,162824,245896,264909,226269,246853,145759,159354,173323,195294,219023,227872,276132,297869,195351,201164,116487,114394,185964,190985,186452,199026,243967,241643,196611,214928,255107,278066,317556,341303,226892,235560
2022.02,70092,74483,59446,62721,106881,115532,138866,146271,164226,176268,166852,171029,191682,196924,208211,223681,145066,153008,154046,162585,245744,264783,225941,246699,146045,159748,173282,195278,218786,227692,275710,297821,195164,201057,116449,114407,185824,191060,186397,199093,244287,241922,196211,214471,255159,278127,318851,342601,226605,235367
2022.03,69911,74364,59448,62725,106735,115434,138847,146226,164346,176361,166823,171159,191835,197208,208691,224459,144643,152741,153716,162382,245663,264823,225640,246619,145958,159908,173073,195258,218554,227628,275422,297624,195002,201015,116568,114530,185696,191044,186648,199369,244409,241966,195806,214017,254866,277711,319407,343200,226203,235097
2022.04,69722,74283,59417,62670,106645,115364,138581,145992,164191,176205,166554,171016,191741,197200,208762,224569,144395,152547,153445,162077,245222,264436,226009,247122,145839,159882,172724,194889,218298,227364,275101,297547,194763,200792,116598,114552,185520,190945,186558,199424,244499,241862,195389,213529,254517,277532,319535,343428,226057,235171
2022.05,69638,74212,59368,62686,106666,115417,138373,145800,164091,175971,166447,170996,191575,197161,208802,224729,144228,152498,153252,161910,244807,264060,226182,247487,145681,159934,172574,194900,217920,227005,275199,297760,194518,200628,116756,114671,185354,190936,186455,199300,244628,242058,195056,213077,254347,277397,319461,343499,226062,235355
2022.06,69513,74111,59364,62724,106743,115520,138162,145659,163920,175973,166348,170982,191433,197076,208790,224769,144154,152499,153014,161777,244387,263679,226148,247526,145663,159960,172569,195015,217704,226844,275233,297812,194304,200546,116811,114754,185460,190977,186506,199392,244722,242224,194819,212853,254333,277444,319397,343564,226158,235472
2022.07,69463,74084,59360,62778,106743,115519,138046,145572,163882,175971,166236,170962,191193,197114,208745,224838,144107,152382,152937,161725,244138,263437,226065,247464,145711,160005,172551,194922,217475,226738,275140,297674,194211,200534,116766,114756,185518,191143,186466,199280,244925,242247,194627,212719,254498,277700,319423,343647,226179,235595
2022.08,69408,74091,59309,62651,106686,115544,138050,145553,163692,175875,166170,171063,190931,196909,208575,224811,143861,152212,152495,161340,243842,263234,225732,247222,145948,160305,172317,194873,217268,226579,274771,297459,193935,200311,116653,114703,185754,191541,186268,199111,245176,242453,194249,212316,254730,277770,319164,343435,226311,235798
2022.09,68652,73326,58812,62157,105385,113890,137351,144899,163038,175219,166051,171055,190115,196275,207715,224112,143219,151657,152019,160769,243071,262432,224424,245865,145374,159775,171345,193921,216359,225786,273820,296548,193323,199858,116209,114295,185099,191117,185490,198147,244810,241977,193548,211528,253628,276475,317972,342239,225532,235085
2022.1,68601,73260,58643,62005,105303,113799,137075,144619,162844,175056,166113,171160,189869,196107,207584,223997,143000,151429,151811,160616,242826,262232,223764,245224,145287,159826,171062,193636,216133,225616,273644,296367,193834,200378,116062,114094,184845,191004,185098,197649,244980,242221,193465,211437,253570,276376,317743,342045,225303,235110
2022.11,68488,73162,58610,61935,105222,113723,136901,144469,162699,175014,166070,171171,189747,195891,207269,223778,142776,151208,151562,160491,242634,261975,223198,244653,145442,160099,170915,193459,216070,225480,273357,296099,194067,200744,115934,113956,184766,191019,184596,197108,244969,242069,193333,211371,253449,276249,317464,341917,225243,235015
2022.12,68395,72984,58563,61874,105087,113563,136633,144367,162541,174875,165755,170889,189537,195781,206961,223436,142567,151093,151398,160296,242145,261589,222592,244154,145816,160521,171043,193595,215682,225199,273203,295963,194274,201041,115786,113856,184660,191015,184030,196566,244748,242004,193159,211166,253072,276030,317180,341621,225221,234846
2023.01,68314,72909,58443,61874,104974,113438,136442,144265,162460,174798,165657,170758,189367,195730,206716,223251,142435,150878,151168,160092,241694,261141,222263,243974,146294,160983,171114,193824,215557,225074,272926,295879,194304,201157,115743,113756,184840,191301,183746,196233,244740,242123,193221,211373,252977,275922,317063,341541,225281,234860
2023.02,68399,73034,58557,61998,104860,113315,136361,144113,162329,174742,165962,171331,189306,195823,206753,223417,142254,150865,150964,159889,241743,261077,221790,243837,146671,161523,171284,194163,215195,224847,272826,295840,194182,201240,115635,113760,184956,191454,183606,196016,245125,242305,193397,211729,253498,276464,317024,341844,225280,235000
2023.03,68170,72890,58699,62264,104640,113116,136233,144007,162209,174592,165933,171641,189186,195817,206634,223466,142028,150734,150806,159703,241532,260983,221350,243521,146732,161705,171215,194355,214703,224516,272693,295594,194039,201144,115624,113683,184973,191641,183900,196301,245376,242439,193158,211673,254811,277987,316564,341442,225091,234891
2023.04,68079,72812,58806,62444,104580,113031,136059,143921,162071,174487,165936,171756,189099,195768,206367,223384,141837,150546,150535,159488,241168,260670,220904,243313,146684,161654,171058,194229,214455,224393,272404,295479,193938,201161,115578,113750,184827,191596,184072,196313,245231,242410,192932,211607,255637,279009,316356,341309,224899,234668
2023.05,67923,72678,58845,62501,104495,112943,135931,143829,162020,174560,165868,171812,189019,195631,206319,223370,141577,150382,150317,159305,240844,260393,220559,243053,146572,161636,170922,194361,214331,224310,272061,295176,193810,201163,115453,113798,184761,191586,184116,196478,245217,242245,192875,211561,256095,279649,316082,341178,224690,234585
2023.06,67834,72563,58857,62584,104357,112931,135723,143651,161755,174414,166040,172075,188744,195528,206043,223099,141302,150082,150001,158985,240221,259883,220342,242956,146570,161552,170813,194298,214173,224180,271822,295017,193729,201104,115396,113839,184615,191524,184103,196519,245081,242111,192850,211634,256737,280402,316010,341091,224491,234462
2023.07,67747,72459,58899,62561,104221,112821,135562,143580,161729,174412,166298,172359,188446,195241,205714,222793,141112,149913,149718,158729,240150,259944,220452,243250,146409,161461,170734,194244,213992,224133,271536,294797,193696,201050,115339,113747,184522,191475,184127,196435,244793,241840,192945,211786,257631,281241,315715,340888,224297,234317
2023.08,67682,72350,58840,62642,103993,112554,135346,143404,161828,174618,167083,173250,188091,194981,205537,222585,140828,149755,149408,158560,240063,259845,221459,244518,146292,161380,170455,194118,213802,223863,270918,294277,193517,200846,115190,113668,184189,191337,184062,196416,244539,241455,192847,211769,258464,282266,315487,340689,224100,234300
2023.09,67625,72320,58788,62617,103804,112348,135143,143223,161892,174712,167468,173770,187844,194953,205245,222426,140589,149566,149281,158459,240084,259905,221977,245121,146119,161322,170296,193961,213648,223753,270491,293848,193258,200671,115038,113573,184175,191411,183880,196274,244198,240974,193703,212701,258656,282301,315224,340520,224075,234310
2023.1,67466,72140,58720,62580,103398,111999,134979,143056,161662,174632,167569,173952,187618,194772,204851,222041,140185,149187,149132,158338,239787,259766,221903,245221,145820,161107,170141,193812,213482,223717,270136,293527,192957,200502,114845,113429,184010,191266,183620,196020,243673,240286,194384,213404,258897,282668,314985,340315,223930,234362
2023.11,67393,72104,58631,62599,102925,111456,134760,142941,161430,174424,167556,173954,187262,194596,204546,221730,139850,148885,148907,158163,239508,259468,221801,245167,145615,160979,170111,193751,213092,223383,270108,293467,192669,200298,114552,113149,183803,191117,183420,195766,242985,239707,194526,213572,258700,282430,314665,340180,224240,234584
2023.12,67306,72111,58659,62653,102312,110839,134519,142842,161277,174277,167346,173803,187372,194783,204171,221431,139514,148599,148796,158152,239117,259096,221725,245045,145404,160827,169990,193707,212835,223193,269822,293236,192341,200064,114414,113067,183726,191068,183153,195616,242651,239305,194291,213373,260520,284353,314347,339819,224423,234744
2024.01,67240,72138,58651,62671,101793,110382,134390,142700,161154,174181,167230,173753,187392,194892,203824,221092,139141,148349,148670,158052,238609,258628,221484,244990,145212,160645,169882,193797,212547,223001,269623,292927,192252,200059,114471,112986,183769,191216,182934,195426,242598,239274,194231,213537,262618,286536,314189,339800,224450,234939
2024.02,67266,72205,58711,62708,101262,109985,134278,142674,161022,174178,167462,174158,187319,195003,203753,221100,138846,148194,148545,157997,238504,258593,221201,244860,145181,160728,169828,193787,212392,222886,269286,292781,191937,199734,114348,112920,183591,191377,182915,195368,242703,239131,194232,213764,264695,288860,314043,339879,224986,235529
